Language Name,percent
JavaScript,0.44502719190770335%
HTML,0.3470664196707498%
Shell,0.02588355987745929%
Java,94.97878790121784%
Smali,4.589682111746852%
Lex,0.431529987035311%
Java,96.19761966202721%
HTML,3.6748835412412424%
CSS,0.12749679673154746%
C++,97.2325403840761%
CMake,2.3181516768746935%
Makefile,0.3963909819718483%
HTML,0.02782296439099703%
Meson,0.017346222444443466%
Cuda,0.007747770241912363%
HTML,56.515405094997654%
SCSS,28.921039464139298%
JavaScript,14.563555440863055%
Go,75.24987642574386%
Handlebars,13.797154237079484%
Roff,6.126925039448274%
JavaScript,2.181487971224077%
Less,1.7599323172614028%
Shell,0.32811172888027873%
Makefile,0.3099824238988353%
Jsonnet,0.13675879766664548%
Vue,0.07811202027613029%
Dockerfile,0.02993756149012845%
CSS,0.0017214770308789048%
Go,94.48999896054526%
HTML,2.1175177821005895%
JavaScript,1.520573779011924%
CSS,0.9969855812779354%
Makefile,0.6524805844705464%
Shell,0.15710615802681793%
Batchfile,0.0653371545669186%
JavaScript,75.01132209319053%
Vue,22.924441487802966%
TypeScript,0.8750931456238111%
Stylus,0.4747287074241724%
HTML,0.27005570850424304%
Shell,0.2650321242986962%
AppleScript,0.17932673315557965%
TypeScript,57.055427395559434%
JavaScript,37.538947855598096%
HTML,1.8489128033474997%
CSS,1.34992136679522%
Mustache,0.7570027474094309%
Handlebars,0.41476639153239364%
Shell,0.3941690151740124%
Java,0.2724989625923588%
Objective-C,0.21984519845788453%
SCSS,0.07363135940717315%
Ruby,0.03613390785722386%
Starlark,0.025173114327238684%
C,0.0068570514547634555%
Swift,0.004851068906811622%
Batchfile,0.001861761580452028%
TypeScript,96.97304774620657%
HTML,1.4507289832060923%
JavaScript,1.1522533154764567%
Vue,0.3781898029405128%
CSS,0.04578015217035815%
C,91.63566783324751%
Assembly,6.43785727658922%
Makefile,1.3160600950682309%
C++,0.171665042258175%
Objective-C,0.16376707770684132%
Shell,0.08307714454125582%
Cuda,0.08191246053675393%
Python,0.05132582624402947%
Perl,0.03723862145937626%
Metal,0.012445703838710931%
Awk,0.002801494947741489%
HTML,0.002549798136030339%
Ruby,0.0022855946504453436%
Coq,0.0011396706567542104%
Java,98.49846257922547%
C,1.1472434742432114%
Shell,0.1326557316696545%
HTML,0.11410733142312979%
JavaScript,0.08793155163597811%
Makefile,0.009826751766120275%
Groovy,0.009507138560937751%
C++,95.06932605852633%
C,3.1308649272114977%
CMake,1.7998090142621797%
JavaScript,81.1400306028947%
TypeScript,17.826086833129082%
HTML,0.958362556607064%
CSS,0.06842492963811414%
Shell,0.007095077731036306%
Python,94.22255574614066%
Shell,3.5836804704729235%
Batchfile,0.7977824062729724%
Makefile,0.7089255084538103%
NSIS,0.3017336437147758%
Augeas,0.23058074001470227%
Dockerfile,0.0749509924038226%
PowerShell,0.04441313403577554%
DIGITAL Command Language,0.017060769419259988%
Smarty,0.010475373682920853%
Standard ML,0.0078412153883852%
Java,54.43931963991345%
JavaScript,31.342908405358884%
C,7.903975185826568%
C++,2.120055738212552%
HTML,1.6135978339641397%
Shell,0.9692776280814424%
Python,0.604194938023115%
CSS,0.45043345437702403%
Batchfile,0.3246711848793835%
Roff,0.08641764887268034%
Objective-C,0.07213180447909362%
Makefile,0.031382018831813456%
Dockerfile,0.024200064273288982%
CMake,0.011449492774459304%
ActionScript,0.003382804683362976%
Groovy,0.002602157448740751%
C++,39.34588460923765%
JavaScript,29.393255553779767%
C,24.387406105162217%
Python,5.834105801502317%
HTML,0.6844174524532524%
Shell,0.17657024132971072%
CMake,0.15803100527409303%
CSS,0.020329231260987693%
Ruby,100.0%
TypeScript,99.45495947911616%
JavaScript,0.5450405208838401%
Python,50.343149092302866%
JavaScript,27.889207372172738%
HTML,19.850672147400736%
CSS,1.9169713881236654%
JavaScript,98.08313580620307%
Java,1.0477902847510647%
CSS,0.580323143757867%
HTML,0.28875076528798616%
Python,67.31259270528277%
Shell,30.46932643669418%
HTML,1.263834480660252%
Go,0.3411554406115696%
Dockerfile,0.28524702392271706%
CSS,0.2377058532689309%
Vim script,0.0901380595595786%
Java,98.80386112032011%
FreeMarker,1.0073187912741084%
Less,0.16213866482697295%
Dockerfile,0.025473714548428276%
Shell,0.001207709030390805%
Python,100.0%
TypeScript,93.42226053089942%
JavaScript,5.955492932883966%
Shell,0.6222465362166091%
JavaScript,94.88456865127583%
HTML,5.115431348724179%
Haskell,96.4231834521775%
Shell,2.5881018327538454%
Dockerfile,0.9887147150686546%
Python,52.04984039532838%
OpenEdge ABL,47.95015960467162%
Ruby,77.94413180517334%
CoffeeScript,14.201688526978767%
SCSS,5.871150161237557%
HTML,1.4048148585975493%
CSS,0.30721733942911184%
JavaScript,0.2342961767592488%
Dockerfile,0.033745797239305125%
Procfile,0.0029553345851122616%
TypeScript,89.97364316747856%
JavaScript,5.301875613980008%
SCSS,4.303999858214926%
HTML,0.37997133916002473%
Dockerfile,0.020381604399388298%
CSS,0.01841940024913663%
Shell,0.0017090165179611306%
Shell,65.61807709348693%
JavaScript,34.38192290651307%
JavaScript,100.0%
Clojure,51.25886172613562%
JavaScript,37.680813949070654%
TypeScript,7.030487268748432%
HTML,2.793195453504364%
CSS,0.9008593879750812%
Shell,0.19823346218182727%
Mustache,0.09666893535539714%
Emacs Lisp,0.02127574120448918%
Dockerfile,0.01944667875910325%
Go,99.77536100401909%
Shell,0.12946046498184743%
Makefile,0.07627128169473182%
PowerShell,0.01786353702850298%
Batchfile,0.001043712275822646%
Go,99.95428833695603%
Shell,0.025863177774878388%
Smarty,0.016609804689054278%
Makefile,0.003238680580038438%
V,98.98736355189281%
CSS,0.2432214049220765%
JavaScript,0.1868731533637859%
Batchfile,0.1332634766234977%
HTML,0.08670770471745792%
Makefile,0.07674925083381304%
Objective-C,0.06598858816509677%
Gnuplot,0.054066105876621945%
C,0.04316713134841062%
Dockerfile,0.03735803324961778%
Shell,0.03439815945642333%
Python,0.029681725047641522%
Go,0.021161714502745354%
JavaScript,55.91944328539138%
HTML,43.90811598616519%
CoffeeScript,0.17244072844342578%
TypeScript,99.76272444875005%
JavaScript,0.20249692568426444%
Shell,0.02754347390567707%
Dockerfile,0.007235151660005753%
JavaScript,52.21182836967999%
CSS,17.782080438107567%
Shell,16.457866707911105%
PHP,9.442875500995786%
HTML,2.6766875371152192%
Python,1.4286614461903315%
C#,86.4700033900143%
JavaScript,4.510755441716652%
C++,2.9223810560942565%
HTML,2.2086310602381527%
TypeScript,1.5536270460521873%
Java,0.8870850207762253%
PowerShell,0.4838036440996114%
C,0.3876599831272812%
Shell,0.32067532129756354%
CSS,0.1254903413534087%
Batchfile,0.03981824106932421%
Python,0.034161493461352284%
CMake,0.019427639226634725%
F#,0.010936378708745713%
Roff,0.010601358927932491%
Lua,0.008601764424649395%
Dockerfile,0.005716384637017205%
JavaScript,80.541949348712%
HTML,15.333702939512234%
CSS,3.2372928824137945%
Shell,0.8870548293619721%
Shell,100.0%
Shell,56.231278055465275%
Vim script,43.74324692323234%
GDB,0.025475021302388504%
JavaScript,95.84819488123546%
CSS,2.597894454245609%
Shell,0.7862238244995015%
Makefile,0.7676868400194319%
Go,99.79492006515738%
Shell,0.20507993484261763%
JavaScript,91.29775361282015%
TypeScript,8.702246387179855%
JavaScript,49.285233176484994%
Python,28.909962931038542%
Haskell,4.083944476630539%
Ruby,2.4456329748901355%
Clojure,1.8686972167662865%
Erlang,1.719915028708427%
Jupyter Notebook,1.708316259002294%
TeX,1.6985426764072782%
Java,1.3723640765495249%
Common Lisp,1.244659855774892%
HTML,1.2016796431582566%
Alloy,1.127553495645457%
Julia,0.9306099186555318%
Lua,0.7737027041030207%
LiveScript,0.436690735585732%
Makefile,0.4087830358867112%
CSS,0.38393694037408094%
Shell,0.2607073718718648%
CoffeeScript,0.13906748246642833%
JavaScript,76.84378629500581%
CSS,14.835690373710461%
HTML,8.069447291111567%
Ruby,0.1374940219990435%
Makefile,0.11358201817312291%
Kotlin,99.61009718795187%
Java,0.3524951621837435%
Shell,0.03740764986439727%
Ruby,57.50533971312883%
JavaScript,26.945749165361605%
SCSS,8.771283355285995%
Haml,6.235572911614453%
HTML,0.3239110757536657%
Dockerfile,0.10588931262238432%
Mustache,0.04911132897696527%
Shell,0.041098963090040075%
Procfile,0.018383702441066914%
CSS,0.0036604717249911992%
C#,100.0%
Java,91.2897562373849%
HTML,8.601957903872414%
Dockerfile,0.07006732036291687%
CSS,0.03821853837977284%
JavaScript,82.4566865576984%
HTML,17.48719574889254%
Makefile,0.05611769340905378%
Kotlin,52.00998260460212%
Java,47.943264240769075%
FreeMarker,0.03917591922344622%
CSS,0.007577235405357912%
Python,99.84206037365296%
Dockerfile,0.09353964391067562%
Shell,0.06439998243636842%
Vim script,95.9916149356064%
Shell,4.008385064393588%
TypeScript,99.03753374846215%
JavaScript,0.8498524095247293%
CSS,0.0838095558009565%
HTML,0.026620870930764744%
Shell,0.0021834152813876443%
Shell,85.18633796651764%
C++,14.659740809575409%
Makefile,0.15392122390694404%
Ruby,94.58767723181549%
PowerShell,2.6453511487163737%
C,1.493901658594709%
Python,0.5421455407979823%
HTML,0.18388776912563357%
JavaScript,0.1481069234164864%
Assembly,0.09613791523631648%
Rich Text Format,0.07760304689717086%
Go,0.041814498652351526%
Shell,0.029267068042377192%
Makefile,0.029010316853304668%
Java,0.026833066769969653%
Objective-C,0.01639869844606221%
Dockerfile,0.013890239328823635%
Smarty,0.013700243448909967%
CSS,0.013628353115969659%
PostScript,0.012863234572533532%
VBScript,0.006064463085893055%
C++,0.005481637886698421%
Batchfile,0.005376369899178686%
PHP,0.005032323305821502%
Mustache,0.004020723620875751%
ActionScript,0.001632937562501263%
JavaScript,83.38008415147266%
Shell,16.61991584852735%
Python,99.74343667447899%
Vim script,0.18071428791604202%
Jupyter Notebook,0.05852561882930267%
Dockerfile,0.01732341877566789%
TypeScript,90.1084590697994%
JavaScript,6.434588070765413%
SCSS,1.9158054072406419%
HTML,1.3164436216952495%
Shell,0.22101560573786727%
Dockerfile,0.0036882247614274336%
Vim script,79.67089191390008%
Vim Snippet,16.29856303726082%
Ruby,2.43245969921236%
Shell,0.46819237895563215%
Python,0.2960484902332399%
PowerShell,0.22195158861128927%
CoffeeScript,0.19656025905090685%
VBScript,0.16362359282650432%
Makefile,0.10506245461670749%
CMake,0.08265958704965892%
Dockerfile,0.037196814172346514%
Batchfile,0.020601312464684222%
HTML,0.005362275775272745%
Vim script,50.612342589151304%
C,42.7114906415463%
Roff,1.639026070250378%
Makefile,1.2955968432375844%
C++,0.9207051468621047%
NSIS,0.5130042505014554%
M4,0.4958907599294094%
PostScript,0.20691853952651149%
Perl,0.2042896696783051%
Module Management System,0.1737928416972087%
XS,0.16498257517889556%
Python,0.14620262657039448%
Shell,0.12415112371590689%
NewLisp,0.12053077592740652%
Ruby,0.1164001561044877%
Emacs Lisp,0.09758468222776762%
SystemVerilog,0.0897658936497485%
JavaScript,0.0891296683916445%
Smalltalk,0.08291597602315678%
Awk,0.06177521186301095%
DIGITAL Command Language,0.03499238919571955%
Batchfile,0.023708272181428448%
Objective-C,0.018666913664167884%
Assembly,0.01616076746980901%
Prolog,0.014003414817964004%
POV-Ray SDL,0.008216025668104341%
MATLAB,0.006362252581039919%
HTML,0.006236299357354357%
Tcl,0.0024060295293780406%
sed,0.002215484908930652%
PHP,98.66566241400835%
Twig,1.0692842925867345%
CSS,0.12853204919546946%
JavaScript,0.07634148370661259%
HTML,0.04321240418840391%
Shell,0.01690022022187652%
PHP,99.4497562512409%
Blade,0.4269609701162326%
Shell,0.07248196018524139%
CSS,0.05052734290607154%
Roff,51.543228203924876%
Shell,45.85168229401117%
Python,1.940217026941606%
Makefile,0.27353439771671567%
C,0.25437932784859835%
Dockerfile,0.13025447510319793%
Vim script,0.00670427445384107%
Java,100.0%
JavaScript,99.98847976609953%
HTML,0.011520233900473124%
Python,83.1096804556549%
TypeScript,10.192814733452463%
JavaScript,5.111943569038777%
Less,0.809066982944527%
HTML,0.40796843327961135%
CSS,0.14284620067798642%
Shell,0.11560355875764078%
Kaitai Struct,0.07548975558217526%
Dockerfile,0.024399931459092212%
PowerShell,0.010186379152824904%
JavaScript,100.0%
Go,95.36369612085888%
Shell,4.588443714576935%
Dockerfile,0.041728080979398445%
Roff,0.006132083584786151%
Java,79.06460652661822%
HTML,10.356131648257337%
JavaScript,8.83211912158294%
Shell,1.049152570283342%
CSS,0.47025883487979453%
Dockerfile,0.1723725416692094%
Batchfile,0.055358756709161655%
TypeScript,99.35334997676834%
JavaScript,0.6466500232316587%
JavaScript,99.9510517545626%
HTML,0.04894824543739631%
PHP,99.99267941387697%
Makefile,0.007320586123025524%
JavaScript,67.35047201554963%
HTML,32.649527984450366%
PHP,99.99773820451625%
Hack,0.002261795483752524%
Haskell,36.68122174776064%
TypeScript,25.167489786930187%
JavaScript,14.899796703118263%
Go,9.679510121013614%
Python,7.839086086222068%
SCSS,1.4942650451860833%
Shell,1.3897637574166897%
CSS,1.3791418880702409%
PLpgSQL,0.4144726673255753%
Vue,0.3912836207600326%
HTML,0.3125108609631488%
Dockerfile,0.11586383919287467%
Makefile,0.09144574874126779%
Java,0.042690961472892704%
Svelte,0.03692015276282961%
Lua,0.03114120468928265%
Ruby,0.017149638860511903%
Stylus,0.011191624790319822%
TSQL,0.0020755376883865853%
PowerShell,0.00148950351754802%
HTML,48.833334186533435%
Less,47.0139702983982%
JavaScript,4.152695515068367%
JavaScript,99.74263775208844%
Shell,0.25736224791156864%
Swift,99.46169723809051%
Shell,0.408138989558623%
Objective-C,0.12002367323140582%
C,0.010140099119468893%
CSS,57.08136322205765%
HTML,42.918636777942346%
TypeScript,56.74883653556877%
JavaScript,43.25116346443123%
C++,94.51687218319186%
C,3.6691546959361854%
Makefile,0.7970305878889204%
M4,0.7739311546762416%
Shell,0.24301137830679484%
JavaScript,97.90494938132733%
Shell,2.095050618672666%
Shell,99.85942711847096%
Dockerfile,0.1405728815290459%
JavaScript,93.05649092592284%
TypeScript,6.746134343046821%
Shell,0.19737473103034145%
HTML,39.63686785086893%
C,34.87129766497355%
C++,8.744977206793383%
Verilog,3.7345588608164983%
Assembly,3.522710329110743%
Python,2.3656797809914574%
Scala,2.086469622555397%
TeX,1.5926105052349064%
Java,0.9376889815300474%
Shell,0.8734305308625998%
Perl,0.6556027086942667%
Batchfile,0.2508274505440776%
Yacc,0.24257754345014143%
Makefile,0.2232773020835935%
Tcl,0.11905599870423476%
Lex,0.11398495489420063%
CMake,0.02104104745058949%
MATLAB,0.007341660441392736%
CSS,88.7248126864043%
HTML,10.186118529757142%
JavaScript,1.0890687838385518%
JavaScript,100.0%
JavaScript,78.42185370328247%
CSS,21.57814629671754%
Go,99.70877825544308%
Makefile,0.29122174455692695%
JavaScript,96.17703127415118%
HTML,3.6031394370309306%
Dockerfile,0.21982928881790234%
TeX,99.24967128293575%
JavaScript,0.7503287170642579%
Java,93.99911959116014%
HTML,3.024685838486247%
Kotlin,2.2773700537186956%
CSS,0.3772689442659935%
Shell,0.3215555723689188%
TypeScript,58.248485826287535%
HTML,29.97984008697687%
JavaScript,11.512662082357677%
CSS,0.25901200437791333%
Shell,100.0%
Go,99.2001975938052%
Makefile,0.6912012308133211%
Dockerfile,0.10860117538147106%
JavaScript,100.0%
Rust,98.23778195488721%
Shell,1.5200369145755956%
Dockerfile,0.24218113053718635%
Vue,41.924336528959%
TypeScript,37.276937393148515%
JavaScript,18.27456051130011%
PLpgSQL,0.915261817683424%
HTML,0.6066819595028385%
CSS,0.5600820907903943%
TSQL,0.27774170976793844%
Dockerfile,0.07720357506113527%
Shell,0.06861938871936923%
SCSS,0.016302740447387595%
Stylus,0.0022722846198792446%
C++,89.94181858647285%
Python,7.032687758744882%
CMake,1.0796870324170775%
C,0.9638956433865824%
Starlark,0.7783587397686278%
Shell,0.20355223920997192%
Java,98.98316773205875%
JavaScript,0.5896601782646537%
C++,0.26587619545921387%
CSS,0.07978434341264165%
HTML,0.03480954800246359%
XSLT,0.033899604595888234%
Batchfile,0.011951432613214233%
Python,79.69745965196407%
Jupyter Notebook,19.009135267948707%
Java,0.8795458964735591%
Go,0.4138591836136725%
HTML,65.00236701027411%
SCSS,28.426940415314345%
JavaScript,3.7430748956169797%
Ruby,2.8276176787945735%
JavaScript,99.02523809678226%
Shell,0.974761903217752%
Go,96.32724372365072%
Dockerfile,1.8011402720278864%
Makefile,1.34705711066378%
Shell,0.3861394913086964%
HTML,0.13841940234890973%
Python,93.48744919003386%
Shell,3.0469760228078417%
JavaScript,1.2672957083762852%
TypeScript,0.7920837368835363%
HTML,0.7457899337471483%
Dockerfile,0.352755043956105%
Jinja,0.15546535227073816%
CSS,0.11547253621609643%
HCL,0.017249122987340347%
Jupyter Notebook,0.013362830882691294%
Mako,0.006100521838364692%
Java,97.56489623161312%
HTML,1.2160904293027377%
TSQL,0.8605085174705904%
JavaScript,0.2934397834778235%
PLSQL,0.05077040970227668%
CSS,0.008085262877926054%
Batchfile,0.003984464080129027%
Shell,0.002224901475400515%
TypeScript,93.96195277788829%
Starlark,2.4815870980151247%
JavaScript,1.8461614608900283%
HTML,1.0189239929565619%
EJS,0.40141708312566515%
Shell,0.24368842591185802%
jq,0.040129177734039095%
CSS,0.005012231410965071%
SCSS,0.001127752067467141%
C++,75.89978100245942%
Python,16.15458413947146%
JavaScript,2.9061346815720492%
CoffeeScript,1.6944665146480513%
Less,1.5964838496254476%
C,0.3651494203359483%
Ruby,0.2838587591333088%
Shell,0.269452328812159%
Makefile,0.2294182061898065%
Handlebars,0.20789679847969333%
CSS,0.14110295751058605%
HTML,0.10611345285548406%
Haskell,0.05696286192712756%
XSLT,0.0507517836619889%
Perl,0.024202975110793282%
AppleScript,0.011178219164632786%
Roff,0.0024620490420369477%
Jinja,48.50781620085268%
Python,36.21312251982201%
Shell,13.674662773450544%
Dockerfile,1.0010017783507157%
Makefile,0.6033967275240544%
JavaScript,83.28924379867534%
SCSS,8.446436150786209%
HTML,8.264320050538451%
Java,59.21660692597091%
Vue,25.834641703942886%
JavaScript,14.717688183191635%
HTML,0.23106318689457%
JavaScript,99.44332381526209%
Makefile,0.5566761847379037%
JavaScript,100.0%
JavaScript,98.69140236174377%
Pug,0.9108344157828031%
CSS,0.2952672483970221%
Shell,0.09579431423294575%
Batchfile,0.00670165984345711%
Rust,100.0%
Java,86.76204074131667%
HTML,8.877705367618994%
TSQL,2.788136671425946%
PLpgSQL,1.2697380511457612%
Lua,0.12016002488019338%
FreeMarker,0.11450543547406665%
Dockerfile,0.06771370813836781%
Swift,84.22382548555201%
Objective-C,15.647971518187958%
Ruby,0.06144874928831103%
Shell,0.05851884758255394%
C,0.008235399389155088%
Haskell,88.00897963418002%
Rich Text Format,6.262414247750568%
HTML,1.6798092129309625%
Lua,1.5796628897678733%
Roff,0.8800379258058328%
Jupyter Notebook,0.8064782680548669%
Shell,0.20294648770125467%
Makefile,0.18376645230866107%
TeX,0.12350012726375685%
Perl,0.07679251906242197%
Smarty,0.06641841186894366%
Emacs Lisp,0.05348696662311954%
Nix,0.04871005214798302%
CSS,0.0269968045337261%
JavaScript,84.50385605852952%
SCSS,7.6193392869027115%
TypeScript,2.968211910071549%
EJS,2.7608860192639364%
HTML,1.0995716994519062%
Shell,0.4147081814767063%
Svelte,0.2751749241703862%
Makefile,0.160344806193156%
CSS,0.11838330925059248%
Dockerfile,0.05792265774195259%
Vue,0.021601146947583097%
Python,99.95490096831897%
C++,0.04509903168103537%
Python,92.9789151148757%
CMake,4.695465041304551%
Cython,1.2901128090952678%
C++,0.38314862474305206%
MATLAB,0.25088588481017543%
Cuda,0.23214866331968453%
Dockerfile,0.10222807607311925%
Makefile,0.06709578577844888%
TypeScript,53.97279864555632%
JavaScript,43.55445054973147%
HTML,2.163866942561041%
CSS,0.3042823763825456%
Shell,0.004601485768627071%
C++,47.56363736751022%
Kotlin,32.77266194249905%
Java,12.149375488506193%
Shell,4.782141335086347%
Python,2.3138586511103862%
Makefile,0.3988281027584101%
AIDL,0.01949711252939664%
TypeScript,98.60789883360417%
JavaScript,0.8956675601246467%
HTML,0.2820824484073958%
Handlebars,0.20588474654583544%
Shell,0.008466411317951155%
Python,77.25256533484736%
Jupyter Notebook,21.698775458566622%
Tcl,0.9246930932283799%
Java,0.12396611335763799%
TypeScript,73.60786642393367%
HTML,26.392133576066318%
Go,99.98542683190121%
Shell,0.014573168098795284%
JavaScript,80.59497580237101%
HTML,14.65841358902002%
CSS,4.7364154258907245%
Shell,0.010195182718238457%
JavaScript,52.72165567872397%
CoffeeScript,21.17218584569613%
HTML,20.064755020436568%
CSS,5.726786079808472%
Shell,0.2635000289569237%
Python,0.03765197798125091%
Visual Basic,0.005328712138024493%
PHP,0.00523298677027555%
Batchfile,0.0029036694883846042%
JavaScript,51.978017592660485%
Python,44.490116360557096%
SCSS,2.6079406906499707%
CSS,0.5340617976836914%
HTML,0.21350955060147103%
Shell,0.07683382346658527%
NSIS,0.033075288317414395%
Sass,0.02167178151787695%
XSLT,0.021002707537654014%
Makefile,0.01331749712001127%
Batchfile,0.009308537451626272%
JavaScript,95.3694589051901%
HTML,3.818110112005048%
CSS,0.8124309828048588%
HTML,83.03099039697874%
Jupyter Notebook,16.969009603021266%
JavaScript,91.78408619975134%
HTML,5.2912793795512405%
Shell,2.924634420697413%
JavaScript,100.0%
C,76.76718020515726%
Perl,7.860265966042035%
M4,6.730146258608682%
DIGITAL Command Language,2.7072077378787%
CMake,1.9904436953257338%
Makefile,1.5547266682429466%
Shell,0.9269843855315396%
Batchfile,0.7473638013562519%
Python,0.4134615871223975%
Roff,0.15785944801095095%
Raku,0.09250542468993322%
C++,0.0362842524578962%
Emacs Lisp,0.015570569575671966%
Batchfile,95.8931777378815%
Makefile,4.1068222621184916%
Go,68.7301812723764%
SCSS,17.434804293957225%
JavaScript,7.0935445966853345%
Handlebars,2.848845009017176%
Shell,1.519004447810749%
Gherkin,1.0693392257534318%
TypeScript,0.4139386970748467%
CSS,0.37360546760911634%
HCL,0.3497107168766243%
Makefile,0.10649752836143335%
Dockerfile,0.053563777222545614%
HTML,0.006964967255116809%
Kotlin,46.14087581007569%
JavaScript,34.21718048821151%
Shell,8.702211691361002%
Python,5.52929155399389%
Java,3.724485220657609%
HTML,1.5540949318406005%
AIDL,0.060562275575404764%
Batchfile,0.052857794219618136%
Perl,0.018440234064669648%
Python,67.70280515542078%
Shell,30.022744503411676%
Dockerfile,2.2744503411675514%
TypeScript,99.14604114890092%
JavaScript,0.853958851099082%
JavaScript,95.11451198434064%
TypeScript,1.8838057779424229%
Shell,1.2710953012766466%
HTML,1.0943156047976204%
CSS,0.5563183214411475%
Handlebars,0.05518296671104022%
Python,0.024770043490480207%
TypeScript,67.15639890507249%
HTML,22.206921023284107%
SCSS,10.288263323307763%
JavaScript,0.34841674833564257%
Rust,95.36282945740136%
Shell,3.450268877554432%
PowerShell,0.6670112222584186%
Lua,0.1661318412356617%
Xonsh,0.16183285741990275%
HTML,0.11874748628862995%
Nu,0.07317825784158531%
JavaScript,88.9058075548074%
HTML,8.281150489113644%
Vim Snippet,1.841121428729835%
CSS,0.9432171048955585%
Shell,0.021277827085654944%
Makefile,0.007425595367920269%
Jupyter Notebook,99.79076545327415%
Python,0.18680131369012656%
HTML,0.011630433437940443%
CSS,0.009944673984576042%
C,87.866419861847%
Roff,7.111806487368227%
Shell,2.0038039174748503%
Yacc,1.5031075510562617%
M4,0.8695456601647006%
Awk,0.36528471244437766%
Makefile,0.20958889344363166%
Perl,0.07044291620093714%
Java,99.87361285038212%
Kotlin,0.07207079919678447%
JavaScript,0.04879807580163269%
Shell,0.00551827461946898%
Java,90.28608286145031%
FreeMarker,5.303049927209993%
HTML,3.2233798394993287%
PHP,1.0484869521969113%
Lua,0.13900041964345847%
Jupyter Notebook,99.66992691291007%
Python,0.31047962403215007%
Dockerfile,0.014987537040464067%
Shell,0.0034178895445936344%
Makefile,0.0011880364727197125%
JavaScript,98.38557543195988%
CSS,1.046072172521354%
HTML,0.5628164955624084%
Shell,0.005535899956351557%
Go,89.68654572051186%
TypeScript,4.975827925830091%
Starlark,2.742483778778641%
Yacc,0.6755374370663508%
Shell,0.5059799045214827%
Stylus,0.24719470335669322%
Tcl,0.24445852775908924%
C,0.21066780592923293%
Makefile,0.14283996152412098%
SCSS,0.1319725613283403%
C++,0.10036240557214833%
HCL,0.08829843182191223%
Python,0.082062721454683%
JavaScript,0.05672048531348488%
Dockerfile,0.02954232204970376%
HTML,0.02806391757730799%
Vim script,0.02247078170298281%
Ruby,0.01616099006589497%
Awk,0.010587179740228552%
Less,0.0014284801383606213%
JavaScript,98.24156642645816%
TypeScript,1.5181122355326164%
Pug,0.20418200787306243%
Makefile,0.03296281840949975%
HTML,0.003176511726665853%
JavaScript,62.82291276675402%
HTML,20.77499064020966%
CSS,16.402096593036315%
JavaScript,96.49660823935959%
TypeScript,2.375917446329302%
HTML,1.1274743143111097%
C++,72.02526590508974%
C#,26.188571846402198%
C,1.481831459389126%
PowerShell,0.2561088331299087%
Shell,0.04822195598902819%
Objective-C,96.95790435890943%
C,2.6216112987464433%
Ruby,0.2894209435363085%
Swift,0.13106339880781231%
JavaScript,100.0%
Go,92.16619530625161%
HTML,5.479933911118928%
SCSS,1.33994307729241%
CSS,0.36138345030688707%
JavaScript,0.32408970525745523%
Python,0.310096527252677%
Shell,0.018358022520030146%
TypeScript,96.94207023159915%
JavaScript,2.940884790841202%
CSS,0.11704497755965258%
Vue,51.236900935876506%
CSS,26.539992473423226%
JavaScript,22.223106590700272%
Makefile,100.0%
Java,95.48191602318305%
CSS,4.5180839768169525%
JavaScript,35.45690046865364%
PHP,33.316943576726345%
Python,31.188117559024136%
Shell,0.029121946206468817%
Dockerfile,0.007791160034132874%
HTML,0.0011252893552778918%
JavaScript,90.8645194564729%
SCSS,7.233279862636636%
CSS,0.8417029789558238%
Less,0.8147140252062414%
HTML,0.2457836767283942%
Go,76.74016929087495%
JavaScript,15.886060614177941%
Handlebars,5.06458459774057%
SCSS,0.8312725825596331%
Shell,0.351168887570743%
TypeScript,0.3415297675333492%
CSS,0.32806492136138005%
HCL,0.25335283575003575%
Makefile,0.10901538419231334%
Dockerfile,0.03941139101763674%
Batchfile,0.039005308355307515%
HTML,0.014825579303633776%
Python,0.001538839562510762%
Python,71.65976445145505%
Vim script,27.515174654842788%
Shell,0.4438133670733678%
Dockerfile,0.3556080730835902%
Makefile,0.02563945354521183%
JavaScript,92.91939256215991%
HTML,5.565808138073032%
CSS,0.9758666331415126%
Dockerfile,0.4350363162813646%
Shell,0.1038963503441863%
C++,88.68896716307407%
Cuda,5.552488219981221%
CMake,3.7452431030432276%
Shell,1.8559313788692922%
HCL,0.08487466945943616%
Batchfile,0.06450633079605796%
HTML,0.006407127890227706%
Python,0.0015820068864759768%
Java,100.0%
Go,55.76919170980742%
HTML,36.247429775062756%
Shell,4.041829303212666%
Makefile,1.423794100041936%
C++,0.7637097580334589%
JavaScript,0.640550035105997%
Dockerfile,0.38552876242499406%
PowerShell,0.30557948391994%
NSIS,0.16031672260129265%
SCSS,0.10069825688668949%
NASL,0.05475977979798221%
CSS,0.03381167494435411%
Lua,0.031800497577228214%
Assembly,0.015213262460239421%
Python,0.012564880382737011%
QMake,0.01011562477722726%
C,0.0031063729630855363%
Lua,59.37334915685681%
HTML,29.22732555425331%
Shell,4.440906265279897%
JavaScript,2.3509234893326356%
Python,2.13298148107197%
CSS,1.9469813680468022%
Ruby,0.37347446736889695%
Dockerfile,0.15405821778967%
TeX,85.65138857529917%
Python,14.348611424700836%
Ruby,96.73265288432367%
PowerShell,1.300108171166876%
JavaScript,0.6626386902440081%
Shell,0.5901107354917003%
